src_ip,dst_ip,src_port,dst_port,length,timestamp,time_delta,is_syn,is_ack,is_fin,is_rst,label,payload_size,ttl
192.168.56.102,192.168.56.1,49156,22,89,1775645637.8263528,0.7440838,0,1,0,0,2,23,64
192.168.56.1,192.168.56.102,80,51253,54,1775645971.678305,19.5648599,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,43020,22,102,1775645255.9453743,558.2052623,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,49096,22,1042,1775645637.5108733,0.4286041,0,1,0,0,2,976,64
192.168.56.102,192.168.56.1,49184,22,89,1775645637.9661584,0.8838894,0,1,0,0,2,23,64
192.168.56.102,192.168.56.1,49080,22,150,1775645637.6204484,0.5381795,0,1,0,0,2,84,64
192.168.56.102,192.168.56.1,49156,22,66,1775645637.8262055,0.7439366,0,1,0,0,2,0,64
192.168.56.1,192.168.56.102,80,36844,54,1775645966.0409818,13.927537,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,22,49156,614,1775645637.8954723,0.8132035,0,1,0,0,2,548,128
192.168.56.1,192.168.56.102,80,23751,54,1775645954.5292275,2.4157826,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,22,49184,614,1775645638.0585103,0.9762414,0,1,0,0,2,548,128
192.168.56.1,192.168.56.102,3283,62818,54,1775645455.0937824,40.7571866,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,80,34408,54,1775645960.7455287,8.6320841,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,80,61043,54,1775645962.7823267,10.6688819,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,62818,5030,60,1775645455.1689577,40.8323616,1,0,0,0,1,2,53
192.168.56.1,192.168.56.102,22,40660,102,1775645165.0421531,467.3020412,0,1,0,0,0,36,128
192.168.56.1,192.168.56.102,80,12604,54,1775645959.02663,6.9131853,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,49210,22,66,1775645638.1588027,1.0765339,0,1,0,0,2,0,64
192.168.56.102,192.168.56.1,40660,22,102,1775645164.9959824,467.2558704,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,24799,80,60,1775645954.6032507,2.4898059,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,49130,614,1775645637.7753863,0.6931174,0,1,0,0,2,548,128
192.168.56.102,192.168.56.1,40660,22,102,1775645165.041874,467.301762,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,62818,6004,60,1775645456.234374,41.8977782,1,0,0,0,1,2,54
192.168.56.102,192.168.56.1,49096,22,150,1775645637.6692228,0.5869537,0,1,0,0,2,84,64
192.168.56.102,192.168.56.1,44516,80,60,1775645971.25063,19.1371851,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,3248,80,60,1775645958.216272,6.1028271,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,43020,22,102,1775645257.012911,559.2727993,0,1,0,0,0,36,64
192.168.56.1,192.168.56.102,22,49110,142,1775645637.6893268,0.6070579,0,1,0,0,2,76,128
192.168.56.102,192.168.56.1,43020,22,102,1775645257.6616445,559.9215325,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,49184,22,110,1775645638.1015599,1.0192908,0,1,0,0,2,44,64
192.168.56.1,192.168.56.102,22,43020,102,1775645256.9111416,559.1710298,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,40660,22,102,1775645165.0877695,467.3476578,0,1,0,0,0,36,64
192.168.56.1,192.168.56.102,22,49222,54,1775645638.2431195,1.1608504,0,1,0,1,2,0,128
192.168.56.1,192.168.56.102,22,49110,66,1775645637.553933,0.4716637,0,1,0,0,2,0,128
192.168.56.102,192.168.56.1,43020,22,66,1775645258.331731,560.5916191,0,1,0,0,0,0,64
192.168.56.1,192.168.56.102,8080,49846,66,1775645466.7855723,52.4489765,0,1,1,0,1,0,128
192.168.56.1,192.168.56.102,1192,62818,54,1775645456.2349367,41.8983407,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,62818,700,60,1775645455.092307,40.7557112,1,0,0,0,1,2,48
192.168.56.102,192.168.56.1,40660,22,214,1775645144.9615147,447.2214029,0,1,0,0,0,148,64
192.168.56.1,192.168.56.102,22,43020,102,1775645260.2827373,562.5426253,0,1,0,0,0,36,128
192.168.56.1,192.168.56.102,22,43020,66,1775645247.3326764,549.5925646,0,1,0,0,0,0,128
192.168.56.102,192.168.56.1,3469,80,60,1775645972.869043,20.7555983,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,49110,22,150,1775645637.6323576,0.5500887,0,1,0,0,2,84,64
192.168.56.1,192.168.56.102,10180,62818,54,1775645455.183817,40.8472208,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,22,40660,222,1775645145.0750144,447.3349026,0,1,0,0,0,156,128
192.168.56.102,192.168.56.1,1465,80,60,1775645977.9084044,25.7949595,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,80,1130,54,1775645977.8935137,25.7800688,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,80,61298,54,1775645957.6534536,5.5400087,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,43020,22,102,1775645255.9877772,558.2476654,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,47564,80,60,1775645976.451531,24.3380862,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,52962,8080,66,1775645288.3242736,590.5841618,0,1,0,0,0,0,64
192.168.56.1,192.168.56.102,80,18624,54,1775645959.5138087,7.4003639,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,34136,22,74,1775644976.6448176,278.9047058,1,0,0,0,0,0,64
192.168.56.102,192.168.56.1,49128,22,74,1775645637.6905656,0.6082965,1,0,0,0,2,0,64
192.168.56.102,192.168.56.1,49110,22,66,1775645637.690227,0.607958,0,1,1,0,2,0,64
192.168.56.102,192.168.56.1,35796,748,60,1775645415.5789664,1.2423705,1,0,0,0,1,2,37
192.168.56.102,192.168.56.1,43020,22,102,1775645256.1032944,558.3631825,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,49068,22,134,1775645637.2416587,0.1593897,0,1,0,0,2,68,64
192.168.56.102,192.168.56.1,49172,22,82,1775645638.0536711,0.9714022,0,1,0,0,2,16,64
192.168.56.1,192.168.56.102,108,35796,54,1775645415.569032,1.2324362,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,62818,1097,60,1775645455.152746,40.8161501,1,0,0,0,1,2,49
192.168.56.102,192.168.56.1,49080,22,74,1775645637.4666135,0.3843447,1,0,0,0,2,0,64
192.168.56.1,192.168.56.102,22,49148,99,1775645637.7338998,0.6516308,0,1,0,0,2,33,128
192.168.56.102,192.168.56.1,49729,80,60,1775645971.5881472,19.4747023,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,49210,22,74,1775645638.1251583,1.0428895,1,0,0,0,2,0,64
192.168.56.102,192.168.56.1,42488,80,60,1775645956.0620923,3.9486476,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,35796,592,60,1775645414.3701925,0.0335967,1,0,0,0,1,2,42
192.168.56.1,192.168.56.102,22,49178,99,1775645638.0034232,0.9211543,0,1,0,0,2,33,128
192.168.56.102,192.168.56.1,40660,22,102,1775645165.041874,467.301762,0,1,0,0,0,36,64
192.168.56.1,192.168.56.102,9593,62818,54,1775645455.1754992,40.8389032,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,34564,80,60,1775645965.8422415,13.7287968,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,49210,54,1775645638.243281,1.161012,0,1,0,1,2,0,128
192.168.56.1,192.168.56.102,22,49090,142,1775645637.6756632,0.5933943,0,1,0,0,2,76,128
192.168.56.102,192.168.56.1,58795,80,60,1775645977.3650339,25.251589,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,19261,80,60,1775645954.197965,2.0845201,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,49068,22,89,1775645637.1072204,0.0249513,0,1,0,0,2,23,64
192.168.56.1,192.168.56.102,22,49110,54,1775645637.6944916,0.6122227,0,1,0,1,2,0,128
192.168.56.102,192.168.56.1,49110,22,82,1775645637.567332,0.485063,0,1,0,0,2,16,64
192.168.56.102,192.168.56.1,8164,80,60,1775645953.4321816,1.3187367,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,43020,102,1775645257.125713,559.3856012,0,1,0,0,0,36,128
192.168.56.1,192.168.56.102,8200,62818,54,1775645455.1037765,40.7671804,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,80,48863,54,1775645966.9974875,14.8840428,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,5900,62818,54,1775645455.083904,40.7473082,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,49222,22,66,1775645638.12797,1.0457011,0,1,0,0,2,0,64
192.168.56.1,192.168.56.102,22,43020,102,1775645257.3591673,559.6190555,0,1,0,0,0,36,128
192.168.56.1,192.168.56.102,22,49196,110,1775645638.1067345,1.0244654,0,1,0,0,2,44,128
192.168.56.1,192.168.56.102,8080,52964,1096,1775645290.393542,592.6534301,0,1,0,0,0,1030,128
192.168.56.102,192.168.56.1,43020,22,66,1775645245.155399,547.4152871,0,1,0,0,0,0,64
192.168.56.102,192.168.56.1,785,80,60,1775645958.0305433,5.9170986,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,49110,22,66,1775645637.5127738,0.4305048,0,1,0,0,2,0,64
192.168.56.1,192.168.56.102,8080,50002,1514,1775645467.0674987,52.7309029,0,1,0,0,1,1448,128
192.168.56.1,192.168.56.102,8080,52976,1514,1775645291.207049,593.4669369,0,1,0,0,0,1448,128
192.168.56.1,192.168.56.102,80,52716,54,1775645967.2950225,15.1815775,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,22,43020,150,1775645257.3720932,559.6319812,0,1,0,0,0,84,128
192.168.56.1,192.168.56.102,22,49112,66,1775645637.795411,0.7131423,0,1,0,0,2,0,128
192.168.56.102,192.168.56.1,17237,80,60,1775645973.9558024,21.8423575,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,80,46295,54,1775645976.3404377,24.2269928,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,22,49196,74,1775645637.980182,0.897913,1,1,0,0,2,0,128
192.168.56.1,192.168.56.102,22,49096,614,1775645637.5664952,0.4842263,0,1,0,0,2,548,128
192.168.56.1,192.168.56.102,638,35796,54,1775645415.5742433,1.2376474,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,52,35796,54,1775645414.3684065,0.0318107,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,80,53069,54,1775645956.9969285,4.8834835,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,22,49090,142,1775645637.6209464,0.5386775,0,1,0,0,2,76,128
192.168.56.102,192.168.56.1,35796,452,60,1775645414.4403613,0.1037654,1,0,0,0,1,2,44
192.168.56.102,192.168.56.1,9270,80,60,1775645978.4290628,26.315618,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,49128,110,1775645637.8147273,0.7324583,0,1,0,0,2,44,128
192.168.56.1,192.168.56.102,9876,62818,54,1775645455.1623397,40.8257436,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,52670,445,78,1775645462.5585213,48.2219252,0,1,0,0,1,12,64
192.168.56.1,192.168.56.102,246,35796,54,1775645415.5790734,1.2424775,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,80,37792,54,1775645975.5956488,23.482204,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,62818,2401,60,1775645455.1818657,40.8452697,1,0,0,0,1,2,43
192.168.56.102,192.168.56.1,49096,22,150,1775645637.6810508,0.5987819,0,1,0,0,2,84,64
192.168.56.102,192.168.56.1,49090,22,66,1775645637.6905584,0.6082895,0,1,1,0,2,0,64
192.168.56.102,192.168.56.1,57526,80,60,1775645967.6701453,15.5567005,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,49128,22,110,1775645637.814258,0.7319889,0,1,0,0,2,44,64
192.168.56.102,192.168.56.1,62818,40193,60,1775645455.089275,40.7526791,1,0,0,0,1,2,56
192.168.56.1,192.168.56.102,80,45699,54,1775645966.7529268,14.6394819,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,43020,22,66,1775645255.9478536,558.2077417,0,1,0,0,0,0,64
192.168.56.1,192.168.56.102,80,41733,54,1775645955.988377,3.8749325,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,609,35796,54,1775645414.34516,0.0085642,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,49222,22,66,1775645638.1595736,1.0773046,0,1,0,0,2,0,64
192.168.56.1,192.168.56.102,5963,62818,54,1775645455.1331608,40.796565,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,647,35796,54,1775645414.3953664,0.0587704,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,65530,80,60,1775645963.1506937,11.0372489,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,43020,102,1775645256.1035094,558.3633975,0,1,0,0,0,36,128
192.168.56.1,192.168.56.102,6668,62818,54,1775645455.0988636,40.7622676,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,22,40660,102,1775645165.1869657,467.4468539,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,62818,10180,60,1775645455.1811476,40.8445516,1,0,0,0,1,2,54
192.168.56.1,192.168.56.102,317,35796,54,1775645415.5678372,1.2312414,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,58899,80,60,1775645967.7664242,15.6529794,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,80,7133,54,1775645963.7054646,11.5920198,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,736,35796,54,1775645414.355358,0.0187619,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,80,38417,54,1775645970.8408332,18.7273883,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,43020,22,102,1775645256.5018227,558.7617109,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,49148,22,89,1775645637.6939404,0.6116713,0,1,0,0,2,23,64
192.168.56.102,192.168.56.1,52952,8080,66,1775645281.736169,583.9960573,0,1,0,0,0,0,64
192.168.56.1,192.168.56.102,80,15887,54,1775645959.2942443,7.1807996,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,46950,80,60,1775645966.8450444,14.7315996,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,49178,614,1775645638.0525072,0.9702383,0,1,0,0,2,548,128
192.168.56.1,192.168.56.102,22,49080,66,1775645637.5474591,0.4651903,0,1,0,0,2,0,128
192.168.56.102,192.168.56.1,35796,581,60,1775645414.3489733,0.0123774,1,0,0,0,1,2,51
192.168.56.102,192.168.56.1,19524,80,60,1775645969.6650703,17.5516255,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,40660,22,102,1775645165.2689424,467.5288304,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,35796,176,60,1775645415.4916973,1.1551015,1,0,0,0,1,2,45
192.168.56.1,192.168.56.102,365,35798,54,1775645415.4753287,1.1387329,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,4279,62818,54,1775645455.1896813,40.8530853,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,22,40660,99,1775645116.0757484,418.3356366,0,1,0,0,0,33,128
192.168.56.102,192.168.56.1,35796,159,60,1775645415.504014,1.167418,1,0,0,0,1,2,48
192.168.56.102,192.168.56.1,35796,284,60,1775645414.4004555,0.0638595,1,0,0,0,1,2,58
192.168.56.1,192.168.56.102,22,43020,94,1775645250.4872615,552.7471498,0,1,0,0,0,28,128
192.168.56.102,192.168.56.1,43020,22,66,1775645257.3697228,559.629611,0,1,0,0,0,0,64
192.168.56.1,192.168.56.102,80,18759,54,1775645969.6145577,17.501113,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,22,49080,110,1775645637.6057122,0.5234432,0,1,0,0,2,44,128
192.168.56.1,192.168.56.102,22,49110,54,1775645637.6944916,0.6122227,0,1,0,1,2,0,128
192.168.56.102,192.168.56.1,43020,22,102,1775645255.6008768,557.860765,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,13366,80,60,1775645953.75966,1.6462152,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,49196,22,114,1775645638.0587776,0.9765086,0,1,0,0,2,48,64
192.168.56.1,192.168.56.102,911,62818,54,1775645456.2309172,41.8943214,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,60379,80,60,1775645957.5893283,5.4758837,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,49110,22,89,1775645637.467904,0.3856349,0,1,0,0,2,23,64
192.168.56.102,192.168.56.1,49068,22,110,1775645637.2404177,0.1581487,0,1,0,0,2,44,64
192.168.56.1,192.168.56.102,22,43020,110,1775645250.5249126,552.7848007,0,1,0,0,0,44,128
192.168.56.102,192.168.56.1,43020,22,66,1775645257.3603969,559.6202849,0,1,0,0,0,0,64
192.168.56.102,192.168.56.1,49096,22,150,1775645637.6810508,0.5987819,0,1,0,0,2,84,64
192.168.56.1,192.168.56.102,80,28437,54,1775645965.3812172,13.2677725,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,3017,62818,54,1775645455.19792,40.8613241,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,22,49130,614,1775645637.7753863,0.6931174,0,1,0,0,2,548,128
192.168.56.102,192.168.56.1,49128,22,66,1775645637.7286472,0.6463781,0,1,0,0,2,0,64
192.168.56.102,192.168.56.1,49222,22,82,1775645638.1944396,1.1121705,0,1,0,0,2,16,64
192.168.56.102,192.168.56.1,43020,22,110,1775645247.333094,549.5929821,0,1,0,0,0,44,64
192.168.56.102,192.168.56.1,3551,80,60,1775645963.4375756,11.3241307,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,49172,22,74,1775645637.9625523,0.8802833,1,0,0,0,2,0,64
192.168.56.1,192.168.56.102,80,13566,54,1775645973.6828325,21.5693875,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,80,64021,54,1775645957.852791,5.7393462,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,49148,22,74,1775645637.691393,0.6091239,1,0,0,0,2,0,64
192.168.56.1,192.168.56.102,22,49178,614,1775645638.0525072,0.9702383,0,1,0,0,2,548,128
192.168.56.1,192.168.56.102,8080,52976,66,1775645291.207126,593.4670141,0,1,1,0,0,0,128
192.168.56.1,192.168.56.102,22,43020,150,1775645257.370918,559.630806,0,1,0,0,0,84,128
192.168.56.1,192.168.56.102,22,49080,142,1775645637.6613936,0.5791246,0,1,0,0,2,76,128
192.168.56.102,192.168.56.1,43020,22,66,1775645257.300064,559.5599523,0,1,0,0,0,0,64
192.168.56.1,192.168.56.102,22,43020,102,1775645260.2613444,562.5212326,0,1,0,0,0,36,128
192.168.56.1,192.168.56.102,22,43020,102,1775645259.3859563,561.6458446,0,1,0,0,0,36,128
192.168.56.1,192.168.56.102,22,49160,1066,1775645637.9006207,0.8183518,0,1,0,0,2,1000,128
192.168.56.102,192.168.56.1,49978,8080,66,1775645467.063314,52.7267182,0,1,0,0,1,0,64
192.168.56.102,192.168.56.1,16410,80,60,1775645953.98537,1.8719253,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,49068,22,74,1775645637.082269,0.0,1,0,0,0,2,0,64
192.168.56.102,192.168.56.1,50650,80,60,1775645971.6384392,19.5249944,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,80,34959,54,1775645955.4479775,3.3345328,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,52191,80,60,1775645971.733897,19.6204522,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,49090,66,1775645637.550774,0.4685052,0,1,0,0,2,0,128
192.168.56.102,192.168.56.1,35796,671,60,1775645414.3438537,0.0072579,1,0,0,0,1,2,58
192.168.56.1,192.168.56.102,8080,49966,66,1775645467.11341,52.7768142,0,1,0,0,1,0,128
192.168.56.102,192.168.56.1,2742,80,60,1775645968.5286064,16.4151617,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,62818,24,60,1775645455.102532,40.765936,1,0,0,0,1,2,52
192.168.56.1,192.168.56.102,22,49096,66,1775645637.692486,0.610217,0,1,0,0,2,0,128
192.168.56.1,192.168.56.102,22,49160,54,1775645637.9532027,0.8709338,0,1,0,1,2,0,128
192.168.56.1,192.168.56.102,9200,62818,54,1775645455.177668,40.8410721,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,80,37323,54,1775645975.5580225,23.4445776,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,2135,80,60,1775645952.3358848,0.2224399,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,28456,80,60,1775645954.8721611,2.7587164,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,62818,6667,60,1775645455.1832948,40.8466988,1,0,0,0,1,2,48
192.168.56.102,192.168.56.1,49110,22,66,1775645637.5127738,0.4305048,0,1,0,0,2,0,64
192.168.56.1,192.168.56.102,22,49080,142,1775645637.6272352,0.5449662,0,1,0,0,2,76,128
192.168.56.102,192.168.56.1,43020,22,102,1775645258.4879973,560.7478855,0,1,0,0,0,36,64
192.168.56.1,192.168.56.102,22,43020,102,1775645255.7983975,558.0582858,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,40660,22,102,1775645164.880721,467.1406094,0,1,0,0,0,36,64
192.168.56.1,192.168.56.102,80,65471,54,1775645968.300103,16.1866582,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,34163,80,60,1775645955.3777535,3.2643088,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,1864,62818,54,1775645455.1754603,40.8388645,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,40660,22,102,1775645164.7540112,467.0138992,0,1,0,0,0,36,64
192.168.56.1,192.168.56.102,754,35796,54,1775645414.3637788,0.027183,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,35796,751,60,1775645414.370005,0.0334088,1,0,0,0,1,2,53
192.168.56.102,192.168.56.1,49080,22,150,1775645637.6130972,0.5308283,0,1,0,0,2,84,64
192.168.56.102,192.168.56.1,49196,22,66,1775645638.0176735,0.9354045,0,1,0,0,2,0,64
192.168.56.1,192.168.56.102,139,34090,71,1775645462.4291644,48.0925686,0,1,1,0,1,5,128
192.168.56.1,192.168.56.102,80,57864,54,1775645972.1079977,19.9945529,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,40660,22,178,1775645144.9882135,447.2481017,0,1,0,0,0,112,64
192.168.56.102,192.168.56.1,30620,80,60,1775645965.5505497,13.437105,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,43020,126,1775645256.08299,558.342878,0,1,0,0,0,60,128
192.168.56.1,192.168.56.102,80,58738,54,1775645962.6208076,10.5073627,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,80,37174,54,1775645966.0714333,13.9579883,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,22,40660,110,1775645145.0258243,447.2857123,0,1,0,0,0,44,128
192.168.56.1,192.168.56.102,22,40660,102,1775645164.82995,467.0898381,0,1,0,0,0,36,128
192.168.56.1,192.168.56.102,80,61579,54,1775645957.6740136,5.5605688,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,31297,80,60,1775645965.5978558,13.484411,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,62818,2099,60,1775645455.146108,40.8095122,1,0,0,0,1,2,53
192.168.56.102,192.168.56.1,35796,43,60,1775645414.3844368,0.0478408,1,0,0,0,1,2,53
192.168.56.1,192.168.56.102,80,57503,54,1775645967.6699684,15.5565236,0,1,0,1,3,0,128
192.168.56.1,192.168.56.102,422,35796,54,1775645414.3876476,0.0510516,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,22,43020,66,1775645247.3326764,549.5925646,0,1,0,0,0,0,128
192.168.56.102,192.168.56.1,62818,5900,60,1775645455.0832584,40.7466626,1,0,0,0,1,2,58
192.168.56.102,192.168.56.1,35796,654,60,1775645414.3793652,0.0427694,1,0,0,0,1,2,42
192.168.56.1,192.168.56.102,80,31128,54,1775645974.9971795,22.8837349,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,1885,80,60,1775645952.2455757,0.1321307,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,35796,109,60,1775645415.5211415,1.1845456,1,0,0,0,1,2,57
192.168.56.102,192.168.56.1,35796,566,60,1775645414.4245908,0.0879948,1,0,0,0,1,2,42
192.168.56.1,192.168.56.102,831,35796,54,1775645415.508118,1.1715219,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,49196,22,134,1775645638.1076136,1.0253447,0,1,0,0,2,68,64
192.168.56.102,192.168.56.1,15509,80,60,1775645978.8465793,26.7331345,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,35796,265,60,1775645415.566767,1.2301711,1,0,0,0,1,2,59
192.168.56.102,192.168.56.1,35796,129,60,1775645414.3771727,0.040577,1,0,0,0,1,2,44
192.168.56.1,192.168.56.102,2006,62818,54,1775645455.137525,40.8009293,0,1,0,1,1,0,128
192.168.56.102,192.168.56.1,61169,80,60,1775645977.5370288,25.4235839,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,43020,22,102,1775645258.8341048,561.0939928,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,43020,22,66,1775645257.6625404,559.9224285,0,1,0,0,0,0,64
192.168.56.102,192.168.56.1,49090,22,150,1775645637.6430247,0.5607558,0,1,0,0,2,84,64
192.168.56.102,192.168.56.1,49110,22,82,1775645637.567332,0.485063,0,1,0,0,2,16,64
192.168.56.102,192.168.56.1,62818,3052,60,1775645456.23582,41.8992242,1,0,0,0,1,2,54
192.168.56.1,192.168.56.102,80,47978,54,1775645966.9270024,14.8135575,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,9208,80,60,1775645978.4251611,26.3117163,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,54154,80,60,1775645971.8514657,19.7380208,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,50750,80,60,1775645971.6446786,19.5312338,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,256,35796,54,1775645414.3404796,0.0038836,0,1,0,1,1,0,128
192.168.56.1,192.168.56.102,80,55554,54,1775645967.5192363,15.4057916,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,43020,22,66,1775645257.3672972,559.6271854,0,1,0,0,0,0,64
192.168.56.1,192.168.56.102,22,43020,102,1775645255.8361304,558.0960186,0,1,0,0,0,36,128
192.168.56.102,192.168.56.1,13104,80,60,1775645969.2379324,17.1244876,1,0,0,0,3,6,64
192.168.56.102,192.168.56.1,52952,8080,66,1775645281.7361095,583.9959975,0,1,0,0,0,0,64
192.168.56.102,192.168.56.1,42230,80,60,1775645975.9765549,23.8631101,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,49068,110,1775645637.240936,0.1586669,0,1,0,0,2,44,128
192.168.56.1,192.168.56.102,22,49090,99,1775645637.5072238,0.4249548,0,1,0,0,2,33,128
192.168.56.102,192.168.56.1,40660,22,102,1775645165.3300953,467.5899835,0,1,0,0,0,36,64
192.168.56.102,192.168.56.1,8529,80,60,1775645973.3028688,21.1894239,1,0,0,0,3,6,64
192.168.56.1,192.168.56.102,22,40660,694,1775645145.0231657,447.2830539,0,1,0,0,0,628,128
192.168.56.1,192.168.56.102,22,49222,54,1775645638.2431195,1.1608504,0,1,0,1,2,0,128
192.168.56.102,192.168.56.1,43020,22,102,1775645259.8517823,562.1116706,0,1,0,0,0,36,64
192.168.56.1,192.168.56.102,80,14119,54,1775645978.7613485,26.6479036,0,1,0,1,3,0,128
192.168.56.102,192.168.56.1,35796,820,60,1775645415.5207517,1.1841558,1,0,0,0,1,2,56
